Symbol,Description,Exchange
FLJH,Japan Hedged Franklin FTSE ETF,AMEX
FLJP,Japan Franklin FTSE ETF,AMEX
FLKR,South Korea Franklin FTSE ETF,AMEX
FLLA,Franklin FTSE Latin America ETF,AMEX
FLLV,Liberty US Low Volatility ETF,AMEX
FLM,Global Engineering and Construction ETF FT,AMEX
FLMB,Franklin Liberty Municipal Bond ETF,AMEX
FLMI,Franklin Liberty Intermediate Munic,AMEX
FLMX,Mexico Franklin FTSE ETF,AMEX
FLOT,Floating Rate Bond Ishares ETF,AMEX
FLQD,Liberty Global Dividend,AMEX
FLQE,Liberty Emerging Marketfs ETF,AMEX
FLQG,Liberty Global Equity ETF,AMEX
FLQH,Liberty Intl Equity Hedged ETF,AMEX
FLQL,Franklin Libertyq U.S. Equity ETF,AMEX
FLQM,Franklin Libertyq U.S. Mid Cap Equity ETF,AMEX
FLQS,Franklin Libertyq U.S. Small Cap Equity ETF,AMEX
FLRN,Inv Growth Floating Rate ETF SPDR,AMEX
FLRT,Advisorshares Pacific Asset Enh,AMEX
FLRU,Franklin Russia ETF,AMEX
FLSA,Franklin FTSE Saudi Arabia ETF,AMEX
FLSW,Franklin Switzerland ETF,AMEX
FLTB,Fidelity Ltd Term Bond ETF,AMEX
FLTR,Investment Grade Floating Rate Vaneck ETF,AMEX
FLTW,Taiwan Franklin FTSE ETF,AMEX
FLZA,Franklin FTSE South Africa ETF,AMEX
FM,Frontier 100 Ishares MSCI ETF,AMEX
FMAT,Fidelity Materials MSCI ETF,AMEX
FMF,Mstar Managed Futures Strategy Fund FT,AMEX
FNCL,Fidelity Financials MSCI ETF,AMEX
FNDA,Schwab Fundamental US Smallcap,AMEX
FNDB,Schwab Fundamental US Broad Market,AMEX
FNDC,Schwab Fundamental Intl Smallcap,AMEX
FNDE,Schwab Fundamental EM Large Company,AMEX
FNDF,Schwab Fundamental Intl Large Company,AMEX
FNDX,Schwab Fundamental US Largecap,AMEX
FNG,Advisorshares New Tech and Media ETF,AMEX
FNGD,BMO Rex Microsectors Fang Index -3X Inverse Lev,AMEX
FNGO,Microsectors Fang Index 2X Leveraged Etns 01/08,AMEX
FNGU,BMO Rex Microsectors Fang Index 3X Leveraged Ex,AMEX
FNGZ,Microsectors Fang Index -2X Inverse Leveraged E,AMEX
FNI,Chindia ETF FT,AMEX
FOVL,Ishares Focused Value Factor ETF,AMEX
FPE,Preferred Securities and Income ETF FT,AMEX
FPEI,FT Institutional Preferred Securities and Income,AMEX
FPX,US IPO Index First Trust,AMEX
FQAL,Fidelity Quality Factor ETF,AMEX
FRAK,Unconventional Oil & Gas Vaneck ETF,AMEX
FRD,Friedman Industries Inc,AMEX
FRDM,Freedom 100 Emerging Markets ETF,AMEX
FREL,Fidelity Real Estate MSCI ETF,AMEX
FRI,S&P REIT Index,AMEX
FRLG,Large Cap Growth Index-Linked Exchange Traded No,AMEX
FRN,Frontier Markets Invesco ETF,AMEX
FSI,Flexible Solutions International Inc,AMEX
FSMB,First Trust Short Duration Managed Municipal ETF,AMEX
FSMD,Fidelity Small-Mid Factor ETF,AMEX
FSP,Franklin Street Properties,AMEX
FSTA,Fidelity Consumer Staples MSCI ETF,AMEX
FTEC,Fidelity Info Tech MSCI ETF,AMEX
FTF,Franklin Templeton Ltd Duration,AMEX
FTLS,Long/Short Equity ETF FT,AMEX
FTNW,Fte Networks Inc,AMEX
FTSD,Franklin Short Dur US Government ETF,AMEX
FTVA,Aptus Fortified Value ETF,AMEX
FUD,CMCI Food TR ETN UBS E-Tracs,AMEX
FUE,MLCX Biofuels Index TR ETN Elements,AMEX
FUMB,First Trust Ultra Short Duration Municipal ETF,AMEX
FUT,Managed Futures Strategy Proshares,AMEX
FUTY,Fidelity Utilities MSCI ETF,AMEX
FVAL,Fidelity Value Factor ETF,AMEX
FVD,Value Line Dividend Idx First Trust,AMEX
FVL,Value Line 100 ETF First Trust,AMEX
FWDB,Madrona Global Bond ETF,AMEX
FXA,Australian Dollar Trust Currencyshares Invesco,AMEX
FXB,British Pound Sterling Trust Currencyshares Inve,AMEX
FXC,Canadian Dollar Trust Currencyshares Invesco,AMEX
FXCH,Chinese Renminbi Trust Currencyshares Invesco,AMEX
FXD,Consumer Disc Alphadex First Trust,AMEX
FXE,Euro Trust Currencyshares Invesco,AMEX
FXF,Swiss Franc Trust Currencyshares Invesco,AMEX
FXG,Consumer Staples Alphadex First Trust,AMEX
FXH,Healthcare Alphadex First Trust ETF,AMEX
FXI,China Large-Cap Ishares ETF,AMEX
FXL,Technology Alphadex First Trust,AMEX
FXN,Energy Alphadex First Trust,AMEX
FXO,Financial Alphadex First Trust,AMEX
FXP,Ultrashort FTSE China 25 Proshares,AMEX
FXR,Indust/Producer Dur Alphadex First Trust,AMEX
FXS,Swedish Krona Trust Currencyshares Invesco,AMEX
FXSG,Singapore Dollar Trust Currencyshares Invesco,AMEX
FXU,Utilities Alphadex First Trust,AMEX
FXY,Japanese Yen Trust Currencyshares Invesco,AMEX
FXZ,Materials Alphadex First Trust,AMEX
FYLD,Cambria Foreign Shareholder Yie,AMEX
GAA,Cambria Global Asset Allocation,AMEX
GAL,SSGA Global Allocation ETF SPDR,AMEX
GAMR,Purefunds Video Game Tech ETF,AMEX
GARD,Reality Divcon Dividend Guard ETF,AMEX
GASL,Natural Gas Bull 3X Direxion,AMEX
GASX,Direxion Natural Gas Bear 3X,AMEX
GAZ,Ipath.B Natural Gas Subindex,AMEX
GBF,Government/Credit Bond Ishares ETF,AMEX
GBIL,GS Treasuryaccess 0-1 Year ETF,AMEX
GBR,New Concept Energy Inc,AMEX
GBUY,Goldman Sachs Motif New Age Consumer ETF,AMEX
GCC,Continuous Commodity Index,AMEX
GCE,CEF GS Connect ETN Claymore,AMEX
GCOW,Pacer Global Cash Cows Dividend,AMEX
GDAT,Goldman Sachs Motif Data-Driven World ETF,AMEX
GDG,Gadsdena Dynamica Growtha ETF,AMEX
GDMA,Gadsdena Dynamica Multi-Asseta ETF,AMEX
GDNA,Goldman Sachs Motif Human Evolution ETF,AMEX
GDP,Goodrich Petroleum Corp,AMEX
GDVD,Principal Active Global Dividend Income ETF,AMEX
GDX,Gold Miners Vaneck ETF,AMEX
GDXJ,Junior Gold Miners ETF Vaneck,AMEX
GEM,GS Activebeta EM Equity ETF,AMEX
GFIN,Goldman Sachs Motif Finance Reimagined ETF,AMEX
GGN,Gamco Global Gold Natural Resources,AMEX
GGN-B,Gamco Global Gold Natural Reou,AMEX
GGO,Gabelli Go Anywhere Trust,AMEX
GGO-A,The Gabelli Healthcare and Wellness Trust,AMEX
GHII,S&P High Income Infrastructure Invesco ETF,AMEX
GHYB,Access High Yield Corporate Bond ETF Goldman Sac,AMEX
GHYG,US and Intl High Yield Corp Bond Ishares ETF,AMEX
GIGB,Goldman Sachs Access Investment Grade Corp Bond,AMEX
GII,FTSE Global Infra 100 SPDR,AMEX
GLBY,Wisdomtree Yield Enhanced Global Aggregate Bond,AMEX
GLD,Gold SPDR,AMEX
GLDM,SPDR Gold Minishares Trust,AMEX
GLDW,Long Dollar Gold Trust SPDR,AMEX
GLIF,Agfiq Global Infrastructure ETF,AMEX
GLL,Ultrashort Gold Proshares,AMEX
GLO,Clough Global Opportunities Fund,AMEX
GLOW,Glowpoint Inc,AMEX
GLQ,Clough Global Equity Fund,AMEX
GLQ.P,Clough Global Equity Fd [Glq/R],AMEX
GLTR,Physical Precious Metals Basket,AMEX
GLU,Gabelli Global Utility,AMEX
GLU-B,Gabelli Global Utility & Income TR,AMEX
GLV,Clough Global Allocation Fund,AMEX
GLV.P,Clough Global Dividend & Income Fund,AMEX
GMAN,Goldman Sachs Motif Manufacturing Revolution ETF,AMEX
GMF,S&P Emerging Asia Pacific SPDR,AMEX
GMO,General Moly Inc,AMEX
GMOM,Cambria Global Momentum ETF,AMEX
GNAF,Microsectors Fang Index Inverse Etns 01/08/2023,AMEX
GNR,S&P Global Natural Resources SPDR,AMEX
GOAT,Vaneck Vectors Morningstar Global Wide Moat ETF,AMEX
GOAU,US Global Go Gold and Precious Metal Miners ETF,AMEX
GOEX,G-X Gold Explorers ETF,AMEX
GORO,Gold Resource Corp,AMEX
GOVT,US Treasury Bond Ishares ETF,AMEX
GPL,Great Panther Mining Ltd,AMEX
GQRE,Flexshares Global Quality Real Estate,AMEX
GREK,G-X FTSE Greece 20 ETF,AMEX
GRES,IQ Global Resources ETF,AMEX
GRF,Eagle Capital Growth Fund,AMEX
GRI,Global Realty Majors Cohen & Steers ETF,AMEX
GRN,Ipath Series B Carbon ETN,AMEX
GRNB,Green Bond Vaneck ETF,AMEX
GRU,MLCX Grains Index TR ETN Elements,AMEX
GSAT,Globalstar,AMEX
GSB,Globalscape,AMEX
GSC,GS Connect S&P GSCI Enh Commodity TR ETN,AMEX
GSEU,GS Activebeta Europe Equity ETF,AMEX
GSEW,Equal Weight U.S. Large Cap Equity ETF Goldman S,AMEX
GSG,S&P GSCI Commodity-Indexed Ishares ETF,AMEX
GSIE,GS Activebeta International ETF,AMEX
GSJY,GS Activebeta Japan Equity ETF,AMEX
GSLC,GS Activebeta US Largecap ETF,AMEX
GSP,Ipath ETN June 12 2036,AMEX
GSS,Golden Star Resources Ltd,AMEX
GSSC,GS Activebeta U.S. Small Cap Equity ETF,AMEX
GSST,GS Access Ultra Short Bond ETF,AMEX
GSV,Gold Standard Ventures Corp,AMEX
GSY,Ultra Short Duration Invesco ETF,AMEX
GTE,Gran Tierra Energy Inc,AMEX
GTIP,Goldman Sachs Access Inflation Protected USD Bon,AMEX
GTO,Total Return Bond Invesco ETF,AMEX
GUDB,Sage ESG Intermediate Credit ETF,AMEX
GUNR,Mstar Global Upstream Natural Resources ETF,AMEX
GURU,G-X Guru Index ETF,AMEX
GUSH,Direxion S&P Oil & Gas Expl Bull 3X,AMEX
GV,Goldfield Corp,AMEX
GVAL,Cambria Global Value ETF,AMEX
GVI,Interm Govt/Credit Bond Ishares ETF,AMEX
GVIP,GS Hedge Industry Vip ETF,AMEX
GWX,S&P Smallcap Intl SPDR,AMEX
GXC,S&P China SPDR,AMEX
GXF,G-X FTSE Nordic Region ETF,AMEX
GXG,G-X FTSE Colombia 20 ETF,AMEX
GYLD,Arrow DJ Global Yield ETF,AMEX
HACK,ISE Cyber Security ETF,AMEX
HAIL,SPDR S&P Kenso Smart Mobility ETF,AMEX
HAO,China Small Cap Invesco ETF,AMEX
HAP,Rve Hard Assets Producers Vaneck ETF,AMEX
HAUD,Australia Curr Hedged Ishares MSCI ETF,AMEX
HAUZ,Xtrackers International Real Estate ETF,AMEX
HAWX,ACWI Curr Hedged Ex US Ishares MSCI ETF,AMEX
HDAW,Db-Xt MSCI All World Ex-US Div Yld Hgd Eq,AMEX
HDEF,Db-Xt MSCI EAFE High Div Yld Hgd Eq,AMEX
HDG,Hedge Replication Proshares,AMEX
HDGE,Active Bear ETF,AMEX
HDLV,Etracs MT Pay 2X US HI Div Low Vol ETN,AMEX
HDMV,Horizon Vol Dev Intl ETF FT,AMEX
HDV,High Dividend Ishares Core ETF,AMEX
HEB,Hemispherx Biopharma,AMEX
HECO,Ecological Strategy ETF,AMEX
HEDJ,Intl Hedged Equity Wisdomtree,AMEX
HEEM,Emrg Mkts Curr Hedged Ishares MSCI ETF,AMEX
HEFA,EAFE Curr Hedged Ishares MSCI ETF,AMEX
HEWC,Canada Curr Hedged Ishares MSCI ETF,AMEX
HEWI,Italy Curr Hedged Ishares MSCI ETF,AMEX
HEWJ,Japan Curr Hedged Ishares MSCI ETF,AMEX
HEWL,Switzerland Curr Hedged Ishares MSCI ETF,AMEX
HEWP,Spain Curr Hedged Ishares MSCI ETF,AMEX
HEWU,United Kingdom Curr Hedged Ishares MSCI ETF,AMEX
HEWW,Mexico Curr Hedged Ishares MSCI ETF,AMEX
HEWY,South Korea Curr Hedged Ishares MSCI ETF,AMEX
HEZU,Eurozone Curr Hedged Ishares MSCI ETF,AMEX
HFXE,IQ 50% Hedged FTSE Europe,AMEX
HFXI,IQ 50% Hedged FTSE International,AMEX
HFXJ,IQ 50% Hedged FTSE Japan,AMEX
HIPS,Graniteshares US High Income ETF,AMEX
HJPX,Jpx-Nikkei 400 Curr Hedged Ishares ETF,AMEX
HLM.P,Hillman Gr Cap 11.6,AMEX
HLTH,Nobilis Health Corp,AMEX
HMG,Hmg/Courtland Properties,AMEX
HMOP,Hartford Municipal Opportunities ETF,AMEX
HNW,Pioneer Diversified High Income Trust,AMEX
HOLD,Advisorshares Sage Core Reserve,AMEX
HOML,Etracs MT Reset 2X ISE Exc Homebuilders ETN,AMEX
HOMZ,Hoya Capital Housing ETF,AMEX
HONR,Insightshares Patriotic Employers ETF,AMEX
HSCZ,EAFE Small-Cap Curr Hedged Ishares MSCI ETF,AMEX
HSPX,Horizons S&P 500 Covered Call,AMEX
HSRT,Hartford Short Duration ETF,AMEX
HTAB,Hartford Schroders Tax-Aware Bond ETF,AMEX
HTEC,Robo Global Healthcare Technology and Innovation,AMEX
HTRB,Hartford Total Return Bond ETF,AMEX
HTUS,Hull Tactical US ETF,AMEX
HUSA,Houston American Energy Corp,AMEX
HUSE,US Equity Rotation Strategy ETF,AMEX
HUSV,Horizon Vol Domestic ETF FT,AMEX
HYD,High Yld Muni ETF Vaneck,AMEX
HYDB,High Yield Defensive Bond Ishares Edge ETF,AMEX
HYDD,Direxion High Yield Bear 2X,AMEX
HYDW,Xtrackers Low Beta High Yield Bond ETF,AMEX
HYEM,Emrg Mkts High Yield Bd ETF Vaneck,AMEX
HYG,High Yield Corp Bond Ishares Iboxx $ ETF,AMEX
HYGH,Int Rate Hedged High Yield Bond Ishares ETF,AMEX
HYGV,Flexshares High Yield Value-Scored Bond Index Fu,AMEX
HYHG,High Yld Interest Rate Proshares,AMEX
HYIH,Db-Xt HY Corp Bd Intr Rt Hdg,AMEX
HYLB,D-X USD HI Yld Corp Bond ETF,AMEX
HYLD,High Yield ETF,AMEX
HYLV,Indexiq S&P High Yld Low Vol ETF,AMEX
HYMB,S&P HI Yld Muni Bond SPDR,AMEX
HYS,0-5 Year HI Yld Corp Bond Idx ETF Pimco,AMEX
HYUP,Xtrackers High Beta High Yield Bond ETF,AMEX
HYXU,Intl High Yield Corp Bond Ishares ETF,AMEX
IAF,Aberdeen Australia Equity Fund Inc,AMEX
IAGG,Intl Aggregate Bond Ishares Core ETF,AMEX
IAI,US Broker-Dealers & Sec Exch Ishares ETF,AMEX
IAK,US Insurance Ishares ETF,AMEX
IAT,US Regional Banks Ishares ETF,AMEX
IAU,Gold Trust Ishares,AMEX
IAUF,Ishares Gold Strategy ETF,AMEX
IBCD,Mar 2020 Term Corp Ex-Financials Ishares Ibonds,AMEX
IBCE,Mar 2023 Term Corp Ex-Financials Ishares Ibonds,AMEX
IBD,Inspire Corporate Bond Impact ETF,AMEX
IBDC,Ishares Mar 2020 Term Corp ETF,AMEX
IBDD,Mar 2023 Term Corp Ishares Ibonds ETF,AMEX
IBDK,Dec 2019 Term Corp Ishares Ibonds ETF,AMEX
IBDL,Dec 2020 Term Corp Ishares Ibonds ETF,AMEX
IBDM,Dec 2021 Term Corp Ishares Ibonds ETF,AMEX
IBDN,Dec 2022 Term Corp Ishares Ibonds ETF,AMEX
IBDO,Dec 2023 Term Corp Ishares Ibonds ETF,AMEX
IBDP,Dec 2024 Term Corp Ishares Ibonds ETF,AMEX
IBDQ,Dec 2025 Term Corp Ishares Ibonds ETF,AMEX
IBDR,Dec 2026 Term Corp Ishares Ibonds ETF,AMEX
IBDS,Dec 2027 Term Corp Ishares Ibonds ETF,AMEX
IBDT,Ishares Ibonds Dec 2028 Term Corporate ETF,AMEX
IBHA,Ishares Ibonds 2021 Term High Yield and Income E,AMEX
IBHB,Ishares Ibonds 2022 Term High Yield and Income E,AMEX
IBHC,Ishares Ibonds 2023 Term High Yield and Income E,AMEX
IBHD,Ishares Ibonds 2024 Term High Yield and Income E,AMEX
IBHE,Ishares Ibonds 2025 Term High Yield and Income E,AMEX
IBIO,Ibio Inc,AMEX
IBKR,Interactive Brokers,AMEX
IBMH,Sep 2019 Term Muni Bond Ishares Ibonds ETF,AMEX
IBMI,Sep 2020 Term Muni Bond Ishares Ibonds ETF,AMEX
IBMJ,Dec 2021 Term Muni Bond Ishares Ibonds ETF,AMEX
IBMK,Dec 2022 Term Muni Bond Ishares Ibonds ETF,AMEX
IBML,Dec 2023 Term Muni Bond Ishares Ibonds ETF,AMEX
IBMM,Dec 2024 Term Muni Bond Ishares Ibonds ETF,AMEX
IBMN,Ishares Ibonds Dec 2025 Term Muni Bond ETF,AMEX
IBMO,Ishares Ibonds Dec 2026 Term Muni Bond ETF,AMEX
IBMP,Ishares Ibonds Dec 2027 Term Muni Bond ETF,AMEX
IBMQ,Ishares Ibonds Dec 2028 Term Muni Bond ETF,AMEX
IBND,Intl Corp Bond ETF SPDR,AMEX
ICF,Cohen & Steers REIT Ishares ETF,AMEX
ICOL,Colombia Ishares MSCI ETF,AMEX
ICOW,Pacer Developed Markets International Cash,AMEX
ICSH,Ultra Short-Term Ishares ETF,AMEX
ICVT,Convertible Bond Ishares ETF,AMEX
IDEV,Intl Devd Markets Ishares Core MSCI ETF,AMEX
IDHD,S&P Intl Developed HI Div Low Vol Invesco ETF,AMEX
IDHQ,S&P Intl Developed Quality Invesco ETF,AMEX
IDIV,U.S. Equity Cumulative Dividends Fund Series 202,AMEX
IDLV,S&P Intl Developed Low Vol Invesco ETF,AMEX
IDMO,S&P Intl Developed Momentum Invesco ETF,AMEX
IDN,Intellicheck Mobilisia,AMEX
IDNA,Ishares Genomics Immunology and Healthcare ETF,AMEX
IDOG,Alps International Sector Dividend,AMEX
IDRV,Ishares Self-Driving Ev and Tech ETF,AMEX
IDU,US Utilities Ishares ETF,AMEX
IDV,Intl Select Dividend Ishares ETF,AMEX
IDX,Indonesia Index ETF Vaneck,AMEX
IEC,IEC Electronics,AMEX
IECS,US Consumer Staples Ishares Evolved ETF,AMEX
IEDI,US Discretionary Spending Ishares Evolved ETF,AMEX
IEFA,EAFE Ishares Core MSCI ETF,AMEX
IEFN,US Financials Ishares Evolved ETF,AMEX
IEHS,US Healthcare Staples Ishares Evolved ETF,AMEX
IEIH,US Innovative Healthcare Ishares Evolved ETF,AMEX
IEMD,Invesco Emerging Markets Debt Defensive ETF,AMEX
IEME,US Media and Entertainment Ishares Evolved ETF,AMEX
IEMG,Emrg Mkts Ishares Core MSCI ETF,AMEX
IEMV,Invesco Emerging Markets Debt Value ETF,AMEX
IEO,US Oil & Gas Explor & Prod Ishares ETF,AMEX
IETC,US Technology Ishares Evolved ETF,AMEX
IEUR,Europe Ishares Core MSCI ETF,AMEX
IEV,Europe 350 Ishares ETF,AMEX
IEZ,US Oil Equipment & Services Ishares ETF,AMEX
IFIX,DB-X Barclays Inter Corp Bh ETF,AMEX
IFLY,Purefunds Drone Economy Strategy ETF,AMEX
IFRA,US Infrastructure Ishares ETF,AMEX
IG,Principal Investment Grade Corporate Active ETF,AMEX
IGBH,Int. Rate Hedged Long-Term Corp Bond Ishares,AMEX
IGC,India Globalization Capital Inc,AMEX
IGE,Natural Resources North American Ishares ETF,AMEX
IGEB,Invst Grade Enhanced Bond Ishares Edge ETF,AMEX
IGHG,Invest Grade Interest Rate Proshares,AMEX
IGIH,Db-Xt Invt Grd Bd Intr Rt Hdg,AMEX
IGLB,Long-Term Corp Bond Ishares ETF,AMEX
IGM,North American Tech Ishares ETF,AMEX
IGN,North American Tech-Multimedia Networking Ishare,AMEX
IGRO,Intl Dividend Growth Ishares ETF,AMEX
IGV,North American Tech-Software Ishares ETF,AMEX
IGVT,DB-X Barclays Inter Treas Bh ETF,AMEX
IHAK,Ishares Cybersecurity and Tech ETF,AMEX
IHDG,Wisdomtree Intl Hedged Fund,AMEX
IHE,US Pharmaceuticals Ishares ETF,AMEX
IHF,US Healthcare Providers Ishares ETF,AMEX
IHI,US Medical Devices Ishares ETF,AMEX
IHT,Innsuites Hospitality Trust,AMEX
IHY,Intl High Yield Bond ETF Vaneck,AMEX
IHYD,Invesco Corp Income Defensive ETF,AMEX
IHYV,Invesco Corporate Income Value ETF,AMEX
IIGD,Invesco Investment Grade Defensive ETF,AMEX
IIGV,Invesco Investment Grade Value ETF,AMEX
IJH,S&P Mid-Cap 400 Ishares Core ETF,AMEX
IJJ,S&P Mid-Cap 400 Value Ishares ETF,AMEX
IJK,S&P Mid-Cap 400 Growth Ishares ETF,AMEX
IJR,S&P Small-Cap Ishares Core ETF,AMEX
IJS,S&P Small-Cap 600 Value Ishares ETF,AMEX
IJUL,Innovator MSCI EAFE Power Buffer ETF - July,AMEX
ILF,Latin America 40 Ishares ETF,AMEX
ILTB,10+ Year USD Bond Ishares Core ETF,AMEX
IMFC,Invesco Multi-Factor Core Fixed Income ETF,AMEX
IMFD,Invesco Multi-Factor Defensive Core Fixed Income,AMEX
IMFI,Invesco Multi-Factor Income ETF,AMEX
IMFP,Invesco Multi-Factor Core Plus Fixed Income ETF,AMEX
IMH,Impac Mortgage Holdings,AMEX
IMLP,Ipath S&P MLP ETN,AMEX
IMO,Imperial Oil Ltd,AMEX
IMOM,Intl Quantitative Momentum ETF,AMEX
IMTB,5-10 Year USD Bond Ishares Core ETF,AMEX
IMTM,Intl Momentum Factor Ishares Edge MSCI ETF,AMEX
INAG,Innovation Global ETF,AMEX
INAU,Innovation United States ETF,AMEX
INCO,India Consumer Egshares,AMEX
INDA,India MSCI Ishares ETF,AMEX
INDL,India Bull 3X Direxion,AMEX
INDS,Pacer Benchmark Industrial Real Estate Sctr ETF,AMEX
INFU,Infusystems Holdings,AMEX
INKM,SSGA Income Allocation ETF SPDR,AMEX
INR,INR/USD ETN Vaneck,AMEX
INS,Intelligent Systems Corp,AMEX
INTF,Intl Multifactor Ishares Edge MSCI ETF,AMEX
INTT,Intest Corp,AMEX
INUV,Inuvo Inc,AMEX
IOO,Global 100 Ishares ETF,AMEX
IOR,Income Opportunity Realty Trust,AMEX
IPAC,Pacific Ishares Core MSCI ETF,AMEX
IPAY,Purefunds ISE Mobile Payments ETF,AMEX
IPB,Merrill Lynch & Company,AMEX
IPE,TIPS Barclays ETF SPDR,AMEX
IPFF,Intl Preferred Stock Ishares ETF,AMEX
IPO,Renaissance IPO ETF,AMEX
IPOS,Renaissance Capital Greenwich Fund,AMEX
IQDE,Flexshares Intl Quality Div Def Fund,AMEX
IQDF,Flexshares Intl Quality Div Fund,AMEX
IQDG,Wisdomtree Intl Quality Divd Growth Fund,AMEX
IQDY,Flexshares Intl Quality Div Dyn Fund,AMEX
IQIN,IQ 500 International ETF,AMEX
IQLT,Intl Quality Factor Ishares Edge MSCI ETF,AMEX
IRBO,Ishares Robotics and Artificial Intelligence ETF,AMEX
ISCF,Intl Small-Cap Multifactor Ishares Edge MSCI ETF,AMEX
ISDR,Issuer Direct Corp,AMEX
ISMD,Inspire Small/Mid Cap Impact ETF,AMEX
ISR,Isoray Inc,AMEX
ISRA,Israel Vaneck ETF,AMEX
ISZE,Intl Size Factor Ishares Edge MSCI ETF,AMEX
ITA,US Aerospace & Defense Ishares ETF,AMEX
ITB,US Home Construction Ishares ETF,AMEX
ITE,Interm-Term Treasury ETF SPDR,AMEX
ITEQ,Bluestar Israel Technology ETF,AMEX
ITM,Interm Muni ETF Vaneck,AMEX
ITOT,S&P Total US Stock Market Ishares Core ETF,AMEX
ITP,IT Tech Packaging Inc,AMEX
IVAL,Intl Quantitative Valueshares ETF,AMEX
IVE,S&P 500 Value Ishares ETF,AMEX
IVLU,Intl Value Factor Ishares Edge MSCI ETF,AMEX
IVOG,S&P Midcap 400 Growth ETF Vanguard,AMEX
IVOL,Quadratic Interest Rate Volatility and Inflation,AMEX
IVOO,S&P Midcap 400 ETF Vanguard,AMEX
IVOV,S&P Midcap 400 Value ETF Vanguard,AMEX
IVV,S&P 500 Ishares Core ETF,AMEX
IVW,S&P 500 Growth Ishares ETF,AMEX
IWB,Russell 1000 Ishares ETF,AMEX
IWC,Micro-Cap Ishares ETF,AMEX
IWD,Russell 1000 Value Ishares ETF,AMEX
IWF,Russell 1000 Growth Ishares ETF,AMEX
IWL,Russell Top 200 Ishares ETF,AMEX
IWM,Russell 2000 Ishares ETF,AMEX
IWN,Russell 2000 Value Ishares ETF,AMEX
IWO,Russell 2000 Growth Ishares ETF,AMEX
IWP,Russell Mid-Cap Growth Ishares ETF,AMEX
IWR,Russell Mid-Cap Ishares ETF,AMEX
IWS,Russell Mid-Cap Value Ishares ETF,AMEX
IWV,Russell 3000 Ishares ETF,AMEX
IWX,Russell Top 200 Value Ishares ETF,AMEX
IWY,Russell Top 200 Growth Ishares ETF,AMEX
IXC,Global Energy Ishares ETF,AMEX
IXG,Global Financials Ishares ETF,AMEX
IXJ,Global Healthcare Ishares ETF,AMEX
IXN,Global Tech Ishares ETF,AMEX
IXP,Global Telecom Ishares ETF,AMEX
IXSE,Wisdomtree India Ex-State-Owned Enterprises Fund,AMEX
IYC,US Consumer Services Ishares ETF,AMEX
IYE,US Energy Ishares ETF,AMEX
IYF,US Financials Ishares ETF,AMEX
IYG,US Financial Services Ishares ETF,AMEX
IYH,US Healthcare Ishares ETF,AMEX
IYJ,US Industrials Ishares ETF,AMEX
IYK,US Consumer Goods Ishares ETF,AMEX
IYLD,Mstar Multi-Asset Income Ishares ETF,AMEX
IYM,US Basic Materials Ishares ETF,AMEX
IYR,US Real Estate Ishares ETF,AMEX
IYT,Transportation Average Ishares ETF,AMEX
IYW,US Technology Ishares ETF,AMEX
IYY,DJ US Ishares ETF,AMEX
IYZ,US Telecommunications Ishares ETF,AMEX
IZRL,Ark Israel Innovative Technology ETF,AMEX
JAGG,Jpmorgan U.S. Aggregate Bond ETF,AMEX
JAMF,Wisdomtree Japan Eqty Dynamic Currency Hedged,AMEX
JCPB,Jpmorgan Core Plus Bond ETF,AMEX
JDIV,JPM U.S. Dividend ETF,AMEX
JDST,Direxion Junior Gold Mine Bear 3X,AMEX
JETS,US Global Jets ETF,AMEX
JHCS,John Hancock Multifactor Media and Communication,AMEX
JHEM,John Hancock Multifactor Emerging Markets ETF,AMEX
JHMA,JH Materials Multifactor ETF,AMEX
JHMC,JH Consumer Disc Multifactor ETF,AMEX
JHMD,JH Developed Intl Multifactor ETF,AMEX
JHME,JH Energy Multifactor ETF,AMEX
JHMF,JH Financial Multifactor ETF,AMEX
JHMH,JH Healthcare Multifactor ETF,AMEX
JHMI,JH Industrials Multifactor ETF,AMEX
JHML,JH Largecap Multifactor ETF,AMEX
JHMM,JH Midcap Multifactor ETF,AMEX
JHMS,JH Consumer Staples Multifactor ETF,AMEX
JHMT,JH Technology Multifactor ETF,AMEX
JHMU,JH Utilities Multifactor ETF,AMEX
JHSC,John Hancock Multifactor Small Cap ETF,AMEX
JIGB,Jpmorgan Corp Bond Research Enhanced ETF,AMEX
JJA,Ipatha.B Agriculture Subindex TR ETN,AMEX
JJC,Ipatha.B Copper Subindex TR ETN,AMEX
JJE,Ipatha.B Energy Subindex TR ETN,AMEX
JJG,Ipatha.B Grains Subindex TR ETN,AMEX
JJM,Ipatha.B Industrial Metals Subindex TR ETN,AMEX
JJN,Ipatha.B Nickel Subindex TR ETN,AMEX
JJP,Ipatha.B Precious Metals Subindex TR ETN,AMEX
JJS,Ipatha.B Softs Subindex TR ETN,AMEX
JJT,Ipatha.B Tin Subindex TR ETN,AMEX
JJU,Ipatha.B Aluminum Subindex TR ETN,AMEX
JKD,Mstar Large-Cap Ishares ETF,AMEX
JKE,Mstar Large-Cap Growth Ishares ETF,AMEX
JKF,Mstar Large-Cap Value Ishares ETF,AMEX
JKG,Mstar Mid-Cap Ishares ETF,AMEX
JKH,Mstar Mid-Cap Growth Ishares ETF,AMEX
